,상호명,지점명,시도명,시군구명,도로명주소
24329,스타벅스,구의디티점,서울특별시,광진구,서울특별시 광진구 광나루로 519
24457,스타벅스,강남비젼타워점,서울특별시,강남구,서울특별시 강남구 테헤란로2길 27
24599,스타벅스역삼역점,역삼역점,서울특별시,강남구,서울특별시 강남구 테헤란로 145
24646,스타벅스,강남GT타워점,서울특별시,서초구,서울특별시 서초구 서초대로 411
24648,스타벅스삼청동점,삼청동점,서울특별시,종로구,서울특별시 종로구 삼청로 111-1
24697,스타벅스상암DMC센트럴몰점,상암DMC센트럴몰점,서울특별시,마포구,서울특별시 마포구 월드컵북로 375
24844,스타벅스,반포역점,서울특별시,서초구,서울특별시 서초구 나루터로4길 61
24920,스타벅스,여의도공원점,서울특별시,영등포구,서울특별시 영등포구 여의공원로 101
25076,스타벅스신사가로수점,신사가로수점,서울특별시,강남구,서울특별시 강남구 압구정로12길 32
25230,스타벅스,길동역점,서울특별시,강동구,서울특별시 강동구 양재대로 1487
25854,스타벅스,동빙고점,서울특별시,용산구,서울특별시 용산구 장문로 12
25959,스타벅스,문래동점,서울특별시,영등포구,서울특별시 영등포구 선유로 64
26107,스타벅스,천호역점,서울특별시,강동구,서울특별시 강동구 천호대로 1012
26405,스타벅스,광나루점,서울특별시,광진구,서울특별시 광진구 아차산로 607
26608,스타벅스홍대삼거리점,홍대삼거리점,서울특별시,마포구,서울특별시 마포구 와우산로 64
26761,스타벅스광장점,광장점,서울특별시,광진구,서울특별시 광진구 아차산로 537-17
26845,스타벅스,청담스타점,서울특별시,강남구,서울특별시 강남구 도산대로57길 24
27008,스타벅스,이촌역점,서울특별시,용산구,서울특별시 용산구 서빙고로 67
27222,스타벅스홍대갤러리점,홍대갤러리점,서울특별시,마포구,서울특별시 마포구 와우산로 101
27484,스타벅스,가양이마트점,서울특별시,강서구,서울특별시 강서구 양천로 559
27485,스타벅스,목동5단지점,서울특별시,양천구,서울특별시 양천구 목동동로 411
27568,스타벅스,석촌호수점,서울특별시,송파구,서울특별시 송파구 석촌호수로 262
27988,스타벅스,건대입구점,서울특별시,광진구,서울특별시 광진구 능동로 107
28554,스타벅스경복궁역,,서울특별시,종로구,서울특별시 종로구 자하문로4길 6
28577,스타벅스합정메세나몰점,합정메세나몰점,서울특별시,마포구,서울특별시 마포구 양화로 45
28726,스타벅스신촌명물거리점,신촌명물거리점,서울특별시,서대문구,서울특별시 서대문구 명물길 24
29367,스타벅스대치점,대치점,서울특별시,강남구,서울특별시 강남구 도곡로 511
29560,스타벅스광운대점,광운대점,서울특별시,노원구,서울특별시 노원구 석계로 104
29878,스타벅스,교대법원점,서울특별시,서초구,서울특별시 서초구 서초중앙로 164
30111,스타벅스,목동8단지점,서울특별시,양천구,서울특별시 양천구 목동서로 299
30257,스타벅스,구로호텔점,서울특별시,구로구,서울특별시 구로구 디지털로32길 72
30527,스타벅스,롯데캐슬여의도점,서울특별시,영등포구,서울특별시 영등포구 의사당대로 127
31968,스타벅스,신당역점,서울특별시,중구,서울특별시 중구 퇴계로 385
31969,스타벅스,대치역점,서울특별시,강남구,서울특별시 강남구 남부순환로 2936
32758,스타벅스,영등포KT점,서울특별시,영등포구,서울특별시 영등포구 영중로 119
32918,스타벅스,방배카페골목점,서울특별시,서초구,서울특별시 서초구 방배중앙로 162
34022,스타벅스,랜드마크점,서울특별시,강남구,서울특별시 강남구 강남대로 308
34083,스타벅스,아시아선수촌점,서울특별시,송파구,서울특별시 송파구 백제고분로 69
35375,스타벅스올림픽공원남문점,올림픽공원남문점,서울특별시,송파구,서울특별시 송파구 위례성대로 102
35633,스타벅스,삼성서울병원점,서울특별시,강남구,서울특별시 강남구 일원로 81
36119,스타벅스코엑스사거리점,코엑스사거리점,서울특별시,강남구,서울특별시 강남구 영동대로 616
36605,스타벅스,서강대흥역점,서울특별시,마포구,서울특별시 마포구 백범로 89
37894,스타벅스,목동역점,서울특별시,양천구,서울특별시 양천구 목동로 203
38539,스타벅스,KBS동문점,서울특별시,영등포구,서울특별시 영등포구 국회대로62길 25
38695,스타벅스,서교동사거리점,서울특별시,마포구,서울특별시 마포구 양화로 105
41456,스타벅스,양재역점,서울특별시,서초구,서울특별시 서초구 강남대로 202
42224,스타벅스신압구정점,신압구정점,서울특별시,강남구,서울특별시 강남구 언주로174길 29
43003,스타벅스,제일은행본점,서울특별시,종로구,서울특별시 종로구 종로 47
44146,스타벅스명동중앙로,,서울특별시,중구,서울특별시 중구 명동길 60
45068,스타벅스,방배로점,서울특별시,서초구,서울특별시 서초구 방배로 52
45314,스타벅스,강동암사DT점,서울특별시,강동구,서울특별시 강동구 고덕로 43
45555,스타벅스,서울역동자동점,서울특별시,용산구,서울특별시 용산구 한강대로 372
46401,스타벅스,서울숲역점,서울특별시,성동구,서울특별시 성동구 왕십리로 50
46970,스타벅스,서울역서부점,서울특별시,용산구,서울특별시 용산구 만리재로 202
47308,스타벅스,역삼이마트점,서울특별시,강남구,서울특별시 강남구 역삼로 310
47942,스타벅스,광나루역점,서울특별시,광진구,서울특별시 광진구 아차산로 563
48296,스타벅스,경복궁역점,서울특별시,종로구,서울특별시 종로구 자하문로4길 6
48835,스타벅스,묵동점,서울특별시,중랑구,서울특별시 중랑구 동일로 952
49111,스타벅스,강북삼성병원점,서울특별시,종로구,서울특별시 종로구 새문안로 29
49127,스타벅스외대점,외대점,서울특별시,동대문구,서울특별시 동대문구 휘경로 12-1
49346,스타벅스,홍대역점,서울특별시,마포구,서울특별시 마포구 양화로 165
49466,스타벅스가락시장역점,가락시장역점,서울특별시,송파구,서울특별시 송파구 중대로 121
49619,스타벅스,어린이대공원역점,서울특별시,광진구,서울특별시 광진구 능동로 243
50382,스타벅스,발산역사거리점,서울특별시,강서구,서울특별시 강서구 공항대로 248
51106,스타벅스,경기빌딩점,서울특별시,중구,서울특별시 중구 남대문로10길 6
51656,스타벅스,숭례문북창점,서울특별시,중구,서울특별시 중구 세종대로12길 12
51672,스타벅스,을지로입구역점,서울특별시,중구,서울특별시 중구 을지로 50
52105,스타벅스,월계역점,서울특별시,노원구,서울특별시 노원구 초안산로2라길 26
52257,스타벅스,가재울뉴타운점,서울특별시,서대문구,서울특별시 서대문구 가재울미래로 2
52451,스타벅스명동역점,명동역점,서울특별시,중구,서울특별시 중구 퇴계로 101
52729,스타벅스,미아이마트점,서울특별시,성북구,서울특별시 성북구 도봉로 17
53013,스타벅스,상계초교사거리점,서울특별시,노원구,서울특별시 노원구 노원로 449
53063,스타벅스,목동트라팰리스점,서울특별시,양천구,서울특별시 양천구 오목로 299
53501,스타벅스광화문역점,광화문역점,서울특별시,종로구,서울특별시 종로구 종로3길 17
53625,스타벅스,공릉DT점,서울특별시,노원구,서울특별시 노원구 동일로 1015
54316,스타벅스연세백양로점,연세백양로점,서울특별시,서대문구,서울특별시 서대문구 연세로 50
54424,스타벅스,국립중앙의료원점,서울특별시,중구,서울특별시 중구 을지로 251
55114,스타벅스,목동파리공원점,서울특별시,양천구,서울특별시 양천구 목동동로 377
55147,스타벅스,서강대프라자점,서울특별시,마포구,서울특별시 마포구 백범로 35
55971,스타벅스,동국대점,서울특별시,중구,서울특별시 중구 서애로1길 11
56412,스타벅스,이마트본사점,서울특별시,성동구,서울특별시 성동구 뚝섬로 377
56850,스타벅스W-MALL점,W-MALL점,서울특별시,금천구,서울특별시 금천구 디지털로 188
57034,스타벅스,남성역점,서울특별시,동작구,서울특별시 동작구 사당로 219
57035,스타벅스,낙성대역점,서울특별시,관악구,서울특별시 관악구 남부순환로 1908
57066,스타벅스,국기원사거리점,서울특별시,강남구,서울특별시 강남구 테헤란로 125
57345,스타벅스월드컵경기장점,월드컵경기장점,서울특별시,마포구,서울특별시 마포구 월드컵로 240
57449,스타벅스,당산대로점,서울특별시,영등포구,서울특별시 영등포구 양평로 22
58057,스타벅스,뉴코아반포점,서울특별시,서초구,서울특별시 서초구 잠원로 51
58483,스타벅스,을지로4가역점,서울특별시,중구,서울특별시 중구 을지로 170
58555,스타벅스,가산그레이트점,서울특별시,금천구,서울특별시 금천구 디지털로9길 32
58707,스타벅스,길음역점,서울특별시,성북구,서울특별시 성북구 정릉로 376
58971,스타벅스,경희궁로점,서울특별시,종로구,서울특별시 종로구 새문안로3길 15
59159,스타벅스서초파라곤점,서초파라곤점,서울특별시,서초구,서울특별시 서초구 서초대로74길 29
59448,스타벅스종로평창,,서울특별시,종로구,서울특별시 종로구 평창문화로 51
59523,스타벅스,무교동점,서울특별시,중구,서울특별시 중구 무교로 19
59613,스타벅스,사가정역점,서울특별시,중랑구,서울특별시 중랑구 면목로 310
59914,스타벅스,아차산역점,서울특별시,광진구,서울특별시 광진구 천호대로 676
59915,스타벅스,역삼아레나빌딩점,서울특별시,강남구,서울특별시 강남구 언주로 425
60020,스타벅스,역삼점,서울특별시,강남구,서울특별시 강남구 테헤란로 203
60117,스타벅스,강동구청DT점,서울특별시,강동구,서울특별시 강동구 성내로 32
60118,스타벅스,영등포역점,서울특별시,영등포구,서울특별시 영등포구 경인로 870
60119,스타벅스,샛강역점,서울특별시,영등포구,서울특별시 영등포구 여의대방로 376
60120,스타벅스,창동이마트점,서울특별시,도봉구,서울특별시 도봉구 노해로65길 4
60350,스타벅스,건대병원점,서울특별시,광진구,서울특별시 광진구 능동로 120-1
61120,스타벅스,영동2교점,서울특별시,서초구,서울특별시 서초구 논현로 139
61156,스타벅스,올리브타워점,서울특별시,중구,서울특별시 중구 세종대로9길 41
61222,스타벅스,잠실점,서울특별시,송파구,서울특별시 송파구 올림픽로35가길 9
61429,스타벅스,상봉점,서울특별시,중랑구,서울특별시 중랑구 상봉로 131
62130,스타벅스,압구정2점,서울특별시,강남구,서울특별시 강남구 압구정로42길 32
62325,스타벅스,노량진동점,서울특별시,동작구,서울특별시 동작구 노량진로 190
62449,스타벅스압구정로데오역점,압구정로데오역점,서울특별시,강남구,서울특별시 강남구 선릉로 836
62478,스타벅스,쌍문역점,서울특별시,도봉구,서울특별시 도봉구 도봉로 480
62801,스타벅스,망원역점,서울특별시,마포구,서울특별시 마포구 월드컵로 74
63203,스타벅스한성대입구역점,한성대입구역점,서울특별시,성북구,서울특별시 성북구 성북로 11
63253,스타벅스오목교역점,오목교역점,서울특별시,양천구,서울특별시 양천구 오목로 354
63265,스타벅스,숭례문점,서울특별시,중구,서울특별시 중구 세종대로 17
63423,스타벅스,서교점,서울특별시,마포구,서울특별시 마포구 양화로 78
63635,스타벅스,영등포본동점,서울특별시,영등포구,서울특별시 영등포구 영등포로 254
63779,스타벅스,송파사거리점,서울특별시,송파구,서울특별시 송파구 송파대로 386
64440,스타벅스강변역점,강변역점,서울특별시,광진구,서울특별시 광진구 구의강변로 64
64585,스타벅스,금천독산점,서울특별시,금천구,서울특별시 금천구 두산로 70
64638,스타벅스가산디지털단지점,가산디지털단지점,서울특별시,금천구,서울특별시 금천구 가산디지털1로 168
64669,스타벅스,태평로점,서울특별시,중구,서울특별시 중구 세종대로 72
64687,스타벅스노원케이티점,노원케이티점,서울특별시,노원구,서울특별시 노원구 노해로 502
66005,스타벅스,올림픽대교북단점,서울특별시,광진구,서울특별시 광진구 광나루로 608
66175,스타벅스,써머셋팰리스,서울특별시,종로구,서울특별시 종로구 율곡로2길 7
66869,스타벅스,강남에비뉴점,서울특별시,서초구,서울특별시 서초구 서초대로77길 62
66948,스타벅스,오류동역점,서울특별시,구로구,서울특별시 구로구 경인로 216
68347,스타벅스,대치대원빌딩R점,서울특별시,강남구,서울특별시 강남구 남부순환로 2947
68521,스타벅스포스코사거리점,포스코사거리점,서울특별시,강남구,서울특별시 강남구 테헤란로 505
69148,스타벅스동묘앞역점동묘앞역점,동묘앞역점,서울특별시,종로구,서울특별시 종로구 종로 344
69698,스타벅스,연대점,서울특별시,서대문구,서울특별시 서대문구 연세로 35
69704,스타벅스연신내역점,연신내역점,서울특별시,은평구,서울특별시 은평구 연서로 216
71040,스타벅스,강남II점,서울특별시,서초구,서울특별시 서초구 서초대로77길 27
71062,스타벅스,석촌역점,서울특별시,송파구,서울특별시 송파구 백제고분로 358
74783,스타벅스,여의도알리안츠점,서울특별시,영등포구,서울특별시 영등포구 의사당대로 147
74857,스타벅스,한국프레스센터점,서울특별시,중구,서울특별시 중구 세종대로 124
76178,스타벅스종암점,종암점,서울특별시,성북구,서울특별시 성북구 종암로 122
76386,스타벅스,평창점,서울특별시,종로구,서울특별시 종로구 평창문화로 51
76572,스타벅스,선유도역점,서울특별시,영등포구,서울특별시 영등포구 양평로 115
77762,스타벅스,대우재단빌딩점,서울특별시,중구,서울특별시 중구 퇴계로 18
77867,스타벅스,독산사거리점,서울특별시,금천구,서울특별시 금천구 시흥대로 426
78175,스타벅스,이촌역점,서울특별시,용산구,서울특별시 용산구 서빙고로 69
79138,스타벅스신설동역점,신설동역점,서울특별시,동대문구,서울특별시 동대문구 왕산로 19
79347,스타벅스황학사거리점,황학사거리점,서울특별시,성동구,서울특별시 성동구 왕십리로 410
80417,스타벅스,미아점,서울특별시,성북구,서울특별시 성북구 동소문로 314
80460,스타벅스문정역점,문정역점,서울특별시,송파구,서울특별시 송파구 송파대로 167
81693,스타벅스,화곡동점,서울특별시,강서구,서울특별시 강서구 화곡로 142
82280,스타벅스,마곡GMG점,서울특별시,강서구,서울특별시 강서구 마곡중앙6로 16
83333,스타벅스,금천시흥점,서울특별시,금천구,서울특별시 금천구 시흥대로 164
84660,스타벅스,문정로데오점,서울특별시,송파구,서울특별시 송파구 동남로 141
85447,스타벅스,양평동점,서울특별시,영등포구,서울특별시 영등포구 선유동2로 57
85848,스타벅스,고대안암병원점,서울특별시,성북구,서울특별시 성북구 인촌로 73
86169,스타벅스경희대삼거리점,경희대삼거리점,서울특별시,동대문구,서울특별시 동대문구 회기로 141
86590,스타벅스,신월ICDT점,서울특별시,양천구,서울특별시 양천구 남부순환로 430
86667,스타벅스둔촌동점,둔촌동점,서울특별시,강동구,서울특별시 강동구 양재대로 1303
88452,스타벅스,잠실대교남단점,서울특별시,송파구,서울특별시 송파구 송파대로 570
91049,스타벅스,상수역점,서울특별시,마포구,서울특별시 마포구 독막로 88
91732,스타벅스대치은마사거리점,대치은마사거리점,서울특별시,강남구,서울특별시 강남구 도곡로 457
93247,스타벅스서소문배재점,서소문배재점,서울특별시,중구,서울특별시 중구 서소문로 99
93832,스타벅스숙대점,숙대점,서울특별시,용산구,서울특별시 용산구 청파로47가길 7-11
94677,스타벅스송파방이DT점,송파방이DT점,서울특별시,송파구,서울특별시 송파구 오금로 241
94879,스타벅스,을지로국제빌딩점,서울특별시,중구,서울특별시 중구 남대문로 109
96039,스타벅스강동역점,강동역점,서울특별시,강동구,서울특별시 강동구 천호대로 1089
96646,스타벅스방화DT,,서울특별시,강서구,서울특별시 강서구 방화대로 375
96773,스타벅스,여의도화재보험,서울특별시,영등포구,서울특별시 영등포구 국제금융로6길 38
96935,스타벅스,,서울특별시,광진구,서울특별시 광진구 능동로 209
97030,스타벅스,보라매점,서울특별시,관악구,서울특별시 관악구 보라매로5가길 7
99944,스타벅스,신세계강남점,서울특별시,서초구,서울특별시 서초구 신반포로 176
100693,스타벅스,연세세브란스점,서울특별시,중구,서울특별시 중구 통일로 10
101225,스타벅스종로3가점,종로3가점,서울특별시,종로구,서울특별시 종로구 종로 113-1
102844,스타벅스청계산입구역점,청계산입구역점,서울특별시,서초구,서울특별시 서초구 청계산로 203
103180,스타벅스,대치삼성프라자점,서울특별시,강남구,서울특별시 강남구 영동대로 237
104919,스타벅스,합정점,서울특별시,마포구,서울특별시 마포구 월드컵로1길 14
105652,스타벅스강남오거리점,강남오거리점,서울특별시,강남구,서울특별시 강남구 봉은사로2길 39
106561,스타벅스마포이마트점,마포이마트점,서울특별시,마포구,서울특별시 마포구 백범로 212
106576,스타벅스,염창역점,서울특별시,강서구,서울특별시 강서구 공항대로 627
106666,스타벅스가산디지털단지역점,가산디지털단지역점,서울특별시,금천구,서울특별시 금천구 벚꽃로 298
106713,스타벅스,가든파이브점,서울특별시,송파구,서울특별시 송파구 충민로 10
106891,스타벅스압구정점,압구정점,서울특별시,강남구,서울특별시 강남구 압구정로30길 17
107108,스타벅스약수역점,약수역점,서울특별시,중구,서울특별시 중구 다산로 129
107349,스타벅스회현역점,회현역점,서울특별시,중구,서울특별시 중구 퇴계로 72
107360,스타벅스숭실대입구역점,숭실대입구역점,서울특별시,동작구,서울특별시 동작구 상도로 354
107363,스타벅스명동입구점,명동입구점,서울특별시,중구,서울특별시 중구 남대문로 68-1
107846,스타벅스새문안로점,새문안로점,서울특별시,종로구,서울특별시 종로구 새문안로 92
109075,스타벅스,신당역사거리점,서울특별시,중구,서울특별시 중구 다산로 258
109543,스타벅스,영등포신길DT점,서울특별시,영등포구,서울특별시 영등포구 신길로 137
110155,스타벅스대치사거리점,대치사거리점,서울특별시,강남구,서울특별시 강남구 삼성로 402
110405,스타벅스,신촌오거리점,서울특별시,마포구,서울특별시 마포구 신촌로16길 10
110642,스타벅스중구저동점,중구저동점,서울특별시,중구,서울특별시 중구 수표로 34
114670,스타벅스,여의도일신점,서울특별시,영등포구,서울특별시 영등포구 은행로 11
114993,스타벅스커피여의도IFC1F,,서울특별시,영등포구,서울특별시 영등포구 국제금융로 10
115692,스타벅스,보라매타운점,서울특별시,동작구,서울특별시 동작구 보라매로5길 43
116337,스타벅스,명동남산,서울특별시,중구,서울특별시 중구 퇴계로 132
118085,스타벅스,서울대치과병원점,서울특별시,종로구,서울특별시 종로구 대학로 101
118818,스타벅스,구의역점,서울특별시,광진구,서울특별시 광진구 아차산로 373
121010,스타벅스강남점,강남점,서울특별시,강남구,서울특별시 강남구 강남대로 390
124375,스타벅스연대동문,연대동문점,서울특별시,서대문구,서울특별시 서대문구 성산로 565
124713,스타벅스가든파이브,,서울특별시,송파구,서울특별시 송파구 충민로 10
125882,스타벅스,큰길타워점,서울특별시,강남구,서울특별시 강남구 테헤란로 223
127244,스타벅스차병원사거리점,차병원사거리점,서울특별시,강남구,서울특별시 강남구 봉은사로 213
127554,스타벅스커피가산브이타워,,서울특별시,금천구,서울특별시 금천구 가산디지털1로 128
127975,스타벅스동교삼거리점,동교삼거리점,서울특별시,서대문구,서울특별시 서대문구 신촌로 1
128157,스타벅스낙성대DT점,낙성대DT점,서울특별시,관악구,서울특별시 관악구 남부순환로 1948
128219,스타벅스압구정로데오역,,서울특별시,강남구,서울특별시 강남구 선릉로 836
128301,스타벅스,송파개롱역점,서울특별시,송파구,서울특별시 송파구 마천로7길 14
128649,스타벅스,청담공원점,서울특별시,강남구,서울특별시 강남구 학동로 506
130202,스타벅스,서초동점,서울특별시,서초구,서울특별시 서초구 남부순환로339길 64
130549,스타벅스,이대이씨씨점,서울특별시,서대문구,서울특별시 서대문구 이화여대길 52
133876,스타벅스,종암점,서울특별시,성북구,서울특별시 성북구 종암로28길 40
134254,스타벅스성신여대정문,,서울특별시,성북구,서울특별시 성북구 보문로34길 62
134457,스타벅스구파발역점,구파발역점,서울특별시,은평구,서울특별시 은평구 진관2로 12
136615,스타벅스커피마포염리,,서울특별시,마포구,서울특별시 마포구 독막로 311
137930,스타벅스,국회의사당역점,서울특별시,영등포구,서울특별시 영등포구 의사당대로 8
138071,스타벅스,미아뉴타운점,서울특별시,강북구,서울특별시 강북구 삼양로 161
138308,스타벅스,송파개롱역점,서울특별시,송파구,서울특별시 송파구 오금로 420
138663,스타벅스한남동점,한남동점,서울특별시,용산구,서울특별시 용산구 독서당로 94
139556,스타벅스,목동오목로점,서울특별시,양천구,서울특별시 양천구 오목로 279
140406,스타벅스화곡DT점,화곡DT점,서울특별시,강서구,서울특별시 강서구 등촌로 57
140523,스타벅스,용산역써밋R점,서울특별시,용산구,서울특별시 용산구 한강대로 69
141105,스타벅스문정하비오점,문정하비오점,서울특별시,송파구,서울특별시 송파구 송파대로 111
142456,스타벅스송파위례점,송파위례점,서울특별시,송파구,서울특별시 송파구 위례광장로 230
142763,스타벅스,강남구청정문점,서울특별시,강남구,서울특별시 강남구 학동로 419
143595,스타벅스월계이마트점,월계이마트점,서울특별시,노원구,서울특별시 노원구 마들로3길 15
144319,스타벅스,국회대로점,서울특별시,영등포구,서울특별시 영등포구 국회대로 786
145012,스타벅스,마포경찰서후문,서울특별시,마포구,서울특별시 마포구 마포대로 173-14
146462,스타벅스,신림DT점,서울특별시,관악구,서울특별시 관악구 남부순환로 1419
146599,스타벅스,착한빵,서울특별시,중구,서울특별시 중구 동호로7길 31
147293,스타벅스,미스리,서울특별시,금천구,서울특별시 금천구 가산디지털2로 53
148037,스타벅스,미스리,서울특별시,종로구,서울특별시 종로구 북촌로5가길 27
148077,스타벅스,청담사거리점,서울특별시,강남구,서울특별시 강남구 도산대로 458
148728,스타벅스방이역점,방이역점,서울특별시,송파구,서울특별시 송파구 마천로 53
149925,스타벅스,을지로내외빌딩점,서울특별시,중구,서울특별시 중구 을지로 51
150682,스타벅스,연신내역사거리점,서울특별시,은평구,서울특별시 은평구 통일로 842
152495,스타벅스,서초우성사거리점,서울특별시,서초구,서울특별시 서초구 강남대로 343
159284,스타벅스,구파발사거리,서울특별시,은평구,서울특별시 은평구 진관3로 21
161130,스타벅스구로디지털타워점,구로디지털타워점,서울특별시,구로구,서울특별시 구로구 디지털로32길 30
163766,스타벅스,압구정역2점,서울특별시,강남구,서울특별시 강남구 논현로 841
164177,스타벅스,천호이마트점,서울특별시,강동구,서울특별시 강동구 천호대로 1015-14
164416,스타벅스잠실대교남단점,잠실대교남단점,서울특별시,송파구,서울특별시 송파구 올림픽로35길 141
166400,스타벅스,홍제역점,서울특별시,서대문구,서울특별시 서대문구 통일로 451
166786,스타벅스,가양역점,서울특별시,강서구,서울특별시 강서구 양천로 476
166794,스타벅스,한강진역점,서울특별시,용산구,서울특별시 용산구 이태원로 252
167175,스타벅스신도림점,신도림점,서울특별시,구로구,서울특별시 구로구 경인로 610
167190,스타벅스역점,,서울특별시,동작구,서울특별시 동작구 상도로 102
169374,스타벅스,서초구청점,서울특별시,서초구,서울특별시 서초구 남부순환로 2557
170012,스타벅스,신촌역점,서울특별시,서대문구,서울특별시 서대문구 신촌로 73
170434,스타벅스송파구청점,송파구청점,서울특별시,송파구,서울특별시 송파구 오금로 87
172003,스타벅스,은평구청입구점,서울특별시,은평구,서울특별시 은평구 은평로 170
172403,스타벅스건국클래식점,건국클래식점,서울특별시,광진구,서울특별시 광진구 능동로 90
173270,STARBUCKSCOFFEE,,서울특별시,서초구,서울특별시 서초구 신반포로 176
175951,스타벅스을지로센타,을지로센터,서울특별시,중구,서울특별시 중구 을지로5길 16
175974,스타벅스,갤러리아팰리스점,서울특별시,송파구,서울특별시 송파구 올림픽로 212
177335,스타벅스숙대입구역점,숙대입구역점,서울특별시,용산구,서울특별시 용산구 한강대로 291
177372,스타벅스연희DT점,연희DT점,서울특별시,서대문구,서울특별시 서대문구 연희로 144
177734,스타벅스삼선교점,삼선교점,서울특별시,성북구,서울특별시 성북구 동소문로 10
177744,스타벅스신천역점,신천역점,서울특별시,송파구,서울특별시 송파구 올림픽로 96
177843,스타벅스,묵동이마트점,서울특별시,중랑구,서울특별시 중랑구 동일로 932
178279,스타벅스예술의전당점,예술의전당점,서울특별시,서초구,서울특별시 서초구 남부순환로323길 1
179599,스타벅스신림사거리점,신림사거리점,서울특별시,관악구,서울특별시 관악구 남부순환로 1619
179818,스타벅스,보라매대교점,서울특별시,관악구,서울특별시 관악구 보라매로3길 23
180493,스타벅스,굽은다리역점,서울특별시,강동구,서울특별시 강동구 양재대로 1568
181344,스타벅스,삼성점,서울특별시,강남구,서울특별시 강남구 테헤란로 443
181577,스타벅스,중앙대점,서울특별시,동작구,서울특별시 동작구 흑석로 75-1
181669,스타벅스,송파방이DT점,서울특별시,송파구,서울특별시 송파구 오금로 241
181835,스타벅스,내방역점,서울특별시,서초구,서울특별시 서초구 방배로 184
181864,스타벅스,잠실역점,서울특별시,송파구,서울특별시 송파구 송파대로 562
182242,스타벅스,고대안암병원점,서울특별시,성북구,서울특별시 성북구 안암로 145
182748,스타벅스,이태원거리점,서울특별시,용산구,서울특별시 용산구 이태원로 213
183417,스타벅스,성수역점,서울특별시,성동구,서울특별시 성동구 성수이로 94
183860,스타벅스외대정문점,외대정문점,서울특별시,동대문구,서울특별시 동대문구 이문로 93
184088,스타벅스,도곡역점,서울특별시,강남구,서울특별시 강남구 남부순환로 2909
185055,스타벅스,경기대점,서울특별시,서대문구,서울특별시 서대문구 충정로 53
185552,스타벅스서울대역점,서울대역점,서울특별시,관악구,서울특별시 관악구 남부순환로 1817
186125,스타벅스,올림픽공원북문점,서울특별시,강동구,서울특별시 강동구 강동대로 171
186219,스타벅스서강광흥창역점,서강광흥창역점,서울특별시,마포구,서울특별시 마포구 서강로 69
187170,스타벅스충정타워,,서울특별시,서대문구,서울특별시 서대문구 서소문로 21
187578,스타벅스이수역사거리점,이수역사거리점,서울특별시,서초구,서울특별시 서초구 서초대로 3-4
188819,스타벅스공릉역점,공릉역점,서울특별시,노원구,서울특별시 노원구 동일로 1081
189795,스타벅스청담영동대로점,청담영동대로점,서울특별시,강남구,서울특별시 강남구 영동대로 720
189798,스타벅스종각점,종각점,서울특별시,종로구,서울특별시 종로구 종로 64
190085,스타벅스중랑역점,중랑역점,서울특별시,중랑구,서울특별시 중랑구 망우로30길 3
191522,스타벅스강남우성점,강남우성점,서울특별시,강남구,서울특별시 강남구 강남대로 328
191791,스타벅스,삼성현대힐점,서울특별시,강남구,서울특별시 강남구 삼성로 605
192273,스타벅스,수서점,서울특별시,강남구,서울특별시 강남구 밤고개로1길 10
192641,스타벅스,강남대로논현점,서울특별시,서초구,서울특별시 서초구 강남대로85길 5
193483,스타벅스상암디지털큐브점상암디지털큐브점,상암디지털큐브점,서울특별시,마포구,서울특별시 마포구 상암산로 34
193791,스타벅스,답십리역점,서울특별시,동대문구,서울특별시 동대문구 천호대로 263
195241,스타벅스,연희동점,서울특별시,서대문구,서울특별시 서대문구 연희로 97
195617,스타벅스,안국점,서울특별시,종로구,서울특별시 종로구 북촌로 5-1
198147,스타벅스방배카페입구,,서울특별시,서초구,서울특별시 서초구 방배중앙로 204
198204,스타벅스이수역점,이수역점,서울특별시,서초구,서울특별시 서초구 동작대로 112
198617,스타벅스,동대문점,서울특별시,중구,서울특별시 중구 장충단로 229
198764,스타벅스양천향교역점,양천향교역점,서울특별시,강서구,서울특별시 강서구 강서로 463
200917,스타벅스,등촌역점,서울특별시,양천구,서울특별시 양천구 공항대로 566
200945,스타벅스,이수자이점,서울특별시,동작구,서울특별시 동작구 사당로 300
202458,스타벅스,타임스퀘어B2점,서울특별시,영등포구,서울특별시 영등포구 영중로 15
203461,스타벅스,서울극장점,서울특별시,종로구,서울특별시 종로구 돈화문로 13
203478,스타벅스,삼성역섬유센터R점,서울특별시,강남구,서울특별시 강남구 테헤란로 518
203538,스타벅스삼성도심공항점,삼성도심공항점,서울특별시,강남구,서울특별시 강남구 테헤란로87길 33
206493,스타벅스,선릉점,서울특별시,강남구,서울특별시 강남구 테헤란로64길 18
208763,스타벅스,목동7단지점,서울특별시,양천구,서울특별시 양천구 목동서로 213
208965,스타벅스명동길점,명동길점,서울특별시,중구,서울특별시 중구 명동10길 41
209136,스타벅스,군자역점,서울특별시,광진구,서울특별시 광진구 천호대로 548
213995,스타벅스종로수송점,종로수송점,서울특별시,종로구,서울특별시 종로구 종로5길 30
214085,스타벅스선정릉역점,선정릉역점,서울특별시,강남구,서울특별시 강남구 봉은사로 407
214161,스타벅스,코엑스2점,서울특별시,강남구,서울특별시 강남구 영동대로 513
216183,스타벅스뱅뱅사거리점,뱅뱅사거리점,서울특별시,강남구,서울특별시 강남구 강남대로 282
